sweep,param,algorithm,trial,time_avg_spread,min_group_reach,runtime_s,n_seeds,round0_cost,group0_reach,group1_reach,group2_reach,group3_reach,group4_reach,group5_reach
q,0.0,kkt_greedy,0,667.1333333333333,0.4995726495726497,0.21604088000003685,40,200,0.6997979797979798,0.6847272727272727,0.5540084388185655,0.5075396825396824,0.4995726495726497,0.5626190476190477
q,0.0,fair_greedy,0,644.2333333333333,0.47564102564102556,0.20913894199929928,40,200,0.6699999999999998,0.6408484848484849,0.5833333333333335,0.5531746031746033,0.47564102564102556,0.5083333333333334
q,0.0,imm,0,690.2,0.48205128205128217,0.22655605999989348,40,200,0.7305050505050504,0.6830303030303031,0.6272151898734177,0.4956349206349207,0.48205128205128217,0.5926190476190476
q,0.0,robust_kempe,0,666.1666666666666,0.5027777777777779,0.21533494499999506,32,160,0.7169696969696969,0.6602424242424242,0.5797468354430378,0.5027777777777779,0.5085470085470086,0.5321428571428571
q,0.0,mf_bwi_fair,0,769.3333333333334,0.6619658119658121,3.327531347000331,,,0.7841414141414141,0.7071515151515153,0.6934599156118143,0.7023809523809523,0.6619658119658121,0.6849999999999998
q,0.0,repeated_greedy,0,775.3666666666667,0.6071428571428573,239.9240278950001,,,0.8029292929292928,0.7416969696969696,0.7033755274261603,0.6071428571428573,0.6478632478632479,0.6697619047619046
q,0.1,kkt_greedy,0,528.2666666666667,0.2995726495726496,0.17565670699968905,40,200,0.6072727272727273,0.5356363636363636,0.4449367088607594,0.3543650793650794,0.2995726495726496,0.40809523809523807
q,0.1,fair_greedy,0,525.2,0.36282051282051275,0.16637770299985277,40,200,0.5672727272727272,0.5450909090909091,0.4632911392405062,0.40595238095238095,0.36282051282051275,0.37499999999999994
q,0.1,imm,0,536.2666666666667,0.2858974358974359,0.1762020609994579,40,200,0.5936363636363637,0.5483636363636363,0.4717299578059071,0.39206349206349206,0.2858974358974359,0.4271428571428571
q,0.1,robust_kempe,0,516.2666666666667,0.29743589743589743,0.17251544899954752,32,160,0.5822222222222222,0.5315151515151515,0.45780590717299574,0.33849206349206346,0.29743589743589743,0.3857142857142856
